[00:00:19.948,883] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.950,469] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.950,500] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-1675-g9cebb3ff6339 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.969,757] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.973,968] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,121] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,304] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,792] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,945] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,128] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,280] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,463] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,799] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,104] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.976,135] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.976,165] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.976,257] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,440] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,593] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,776] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,959] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,172] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,386] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.977,416] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.977,447] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.977,478] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.007,904] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.007,934] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.090,789] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.678,833] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.678,863] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.712,585] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.713,195] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.713,287] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.759,399] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.759,399] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.761,199] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.761,322] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.761,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.761,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.840,576] <err> bt_conn: Unexpected first L2CAP frame
[00:00:13.840,606] <err> bt_l2cap: L2CAP length mismatch (13 != 10)
[00:00:17.260,711] <dbg> bttester: tester_event: service 0x03 opcode 0x81
