*** Booting Zephyr OS build v3.7.0-4790-g6f64f7755796 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.972,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,961] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,144] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,327] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,510] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,663] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,846] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,182] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,365] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,731] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,914] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,036] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.975,067] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.975,097] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 3.7 Build 99
[00:00:05.975,189] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,372] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,555] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,738] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,952] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,196] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,379] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.976,409] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.976,440] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.159,820] <wrn> bttester_mesh: Loading default comp data
[00:00:06.160,064] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:15.590,759] <dbg> bttester_mesh: config_prov: 
[00:00:15.621,459] <dbg> bttester_mesh: start: 
[00:00:15.621,551] <inf> bt_mesh_provisionee: Device UUID: 96e33e36-408d-4f5c-bca5-2414bff76436
[00:00:15.621,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.621,856] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.622,497] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.622,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.622,985] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.623,291] <inf> bt_mesh_provisionee: Device UUID: 96e33e36-408d-4f5c-bca5-2414bff76436
[00:00:15.624,603] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.624,755] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.624,969] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.651,947] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:15.685,485] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.685,607] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.685,821] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.731,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.731,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.732,025] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.786,499] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.786,621] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.786,712] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.786,804] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.786,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.786,956] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.787,109] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.787,261] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.787,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.787,475] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.787,658] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.787,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
