[00:00:17.488,952] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.489,074] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.489,562] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.489,746] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.489,959] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.490,631] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.490,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.494,781] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.494,934] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.495,147] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.495,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.495,635] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.025,390] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.025,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.026,153] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.026,336] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.026,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.026,977] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.027,221] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.031,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.031,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.031,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.031,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.032,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.560,089] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.560,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.560,729] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.560,913] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.561,126] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.561,492] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.561,737] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.565,734] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.565,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.566,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.566,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.566,589] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.085,540] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.085,662] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.086,151] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.086,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.086,547] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.086,975] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.087,219] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.091,094] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.091,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.091,461] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.091,644] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.091,949] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.010,864] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.014,953] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,136] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,319] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,502] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,655] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,838] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,143] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,326] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,510] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,693] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,059] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,181] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.017,211] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.017,242] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
