[00:00:18.933,197] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.934,692] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:18.934,692] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.999,938] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.004,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,364] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,577] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,730] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,882] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,371] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,554] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,737] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.005,920] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,195] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.006,225] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.006,256] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.006,347] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,530] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,713] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.006,866] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,049] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.007,476] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.007,537] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.007,568] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.007,568] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.023,223] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.023,254] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.070,465] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.431,793] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.431,823] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.481,140] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.481,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.481,872] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.583,038] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.583,068] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.584,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.584,869] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.584,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.585,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.537,384] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
