*** Booting Zephyr OS build zephyr-v3.5.0-2091-g0e11bcf5a0e7 ***
[00:00:00.253,265] <dbg> bttester: tester_init: Initializing tester
[00:00:15.508,514] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:15.508,544] <inf> bt_hci_core: HW Variant: nRF53x (0x0003)
[00:00:15.508,575] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 3.5 Build 99
[00:00:15.510,803] <inf> bt_hci_core: Identity: D7:B8:1B:0B:51:C3 (random)
[00:00:15.510,833] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:15.510,864] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:24.520,141] <dbg> bttester_bap: broadcast_sink_setup: 
[00:00:24.600,280] <dbg> bttester_bap: broadcast_scan_start: 
[00:00:24.866,790] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:25.175,506] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:25.415,863] <dbg> bttester_bap: baa_check: Found BAA with ID 0xEB7F45, addr C0:07:E8:79:0D:90 (public), sid 0x00, inter
[00:00:25.885,528] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:26.598,663] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:26.905,548] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:27.214,904] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:27.620,544] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:27.925,537] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:28.225,524] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
[00:00:28.645,538] <dbg> bttester_bap: baa_check: Found BAA with ID 0xE68B84, addr F6:B1:5F:C9:37:A1 (random), sid 0x00, inter
