[00:00:45.016,906] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.017,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.017,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.017,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.017,669] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.018,188] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.018,432] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.022,338] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.022,491] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.022,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.022,888] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:45.023,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.010,528] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.014,892] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,075] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,228] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,441] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,594] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,930] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,235] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,632] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,815] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,998] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,120] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.017,150] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.017,181] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.017,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,005] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,249] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,463] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.018,493] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.018,524] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.018,554] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.053,497] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.053,527] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.091,857] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.091,888] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.118,103] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.118,133] <wrn> bttester_mesh: Loading default comp data
[00:00:06.118,408] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.554,840] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.585,021] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:14.999,420] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:14.999,450] <dbg> bttester_mesh: config_prov: 
[00:00:14.999,481] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:15.056,762] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:15.056,793] <dbg> bttester_mesh: start: 
[00:00:15.056,915] <inf> bt_mesh_provisionee: Device UUID: 48aba2fd-8975-43d5-bfb3-5de85e2f13e2
[00:00:15.057,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.057,220] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.057,861] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.058,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.058,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.058,685] <inf> bt_mesh_provisionee: Device UUID: 48aba2fd-8975-43d5-bfb3-5de85e2f13e2
[00:00:15.058,685] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:15.059,509] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,302] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,485] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,791] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,340] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,523] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,737] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.062,133] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.062,377] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.108,337] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:15.108,367] <dbg> bttester_mesh: provision_node: 
[00:00:15.108,428] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:15.116,363] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:15.116,363] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:15.116,760] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:15.117,767] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.117,950] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.118,194] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.168,945] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,433] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.173,309] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.173,461] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.173,675] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.173,828] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.174,133] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.174,377] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.174,652] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.174,835] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.175,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.175,201] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.175,506] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.220,184] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:16.220,245] <dbg> bttester_mesh: provision_adv: 
[00:00:16.220,336] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:16.242,431] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.242,523] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.242,797] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.242,980] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.243,194] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.243,499] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.243,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.247,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.247,772] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.247,985] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.248,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.248,443] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.766,845] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.766,967] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.767,486] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.767,669] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.767,883] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.768,371] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.768,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.772,552] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.772,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.772,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.773,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.773,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.792,968] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:16.792,999] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:16.821,441] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.821,533] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.822,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.822,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.822,479] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.822,967] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.823,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.826,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.826,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.827,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.827,392] <wrn> net_buf: Timeout discarded. No blocking in syswq
