*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.253,265] <dbg> bttester: tester_init: Initializing tester
[00:00:06.014,739] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.039,611] <wrn> bt_hci_core: Num of Controller's ACL packets != ACL bt_conn_tx contexts (7 != 3)
[00:00:06.039,611] <wrn> bt_hci_core: Num of Controller's ISO packets != ISO bt_conn_tx contexts(12 != 4)
[00:00:06.042,907] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.042,938] <inf> bt_hci_core: HW Variant: nRF53x (0x0003)
[00:00:06.042,968] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:06.045,166] <inf> bt_hci_core: HCI transport: IPC
[00:00:06.045,257] <inf> bt_hci_core: Identity: D7:B8:1B:0B:51:C3 (random)
[00:00:06.045,288] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.045,318] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.045,349] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.077,667] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.125,854] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.516,052] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.516,113] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.574,249] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x01 index 0xff
[00:00:06.581,359] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x08 index 0x00
[00:00:06.669,708] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.670,410] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.708,953] <dbg> bttester: cmd_handler: cmd service 0x0c opcode 0x01 index 0xff
[00:00:06.736,480] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.736,480] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.855,834] <dbg> bttester: cmd_handler: cmd service 0x0d opcode 0x01 index 0xff
[00:00:12.866,363] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0a index 0x00
[00:00:12.979,888] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.979,919] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.981,414] <dbg> bttester: tester_event: service 0x01 opcode 0x80
[00:00:12.982,269] <dbg> bttester_bap_unicast: connected: Connected: C0:07:E8:1C:28:DF (public)
[00:00:16.395,263] <dbg> bttester: tester_event: service 0x01 opcode 0x91
[00:00:16.396,423] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:19.481,414] <dbg> bttester_bap_unicast: lc3_config: ASE Codec Config: ep 0x2000e28c dir 1
[00:00:19.481,445] <dbg> bttester_bap_unicast: print_codec_cfg: codec_cfg 0x06 cid 0x0000 vid 0x0000 count 16
[00:00:19.481,475] <dbg> bttester_bap_unicast: print_cb: data: type 0x01 value_len 1
[00:00:19.481,506] <dbg> bttester_bap_unicast: print_cb: 
                                               03                                               |.                
[00:00:19.481,536] <dbg> bttester_bap_unicast: print_cb: data: type 0x02 value_len 1
[00:00:19.481,536] <dbg> bttester_bap_unicast: print_cb: 
                                               01                                               |.                
[00:00:19.481,567] <dbg> bttester_bap_unicast: print_cb: data: type 0x03 value_len 4
[00:00:19.481,597] <dbg> bttester_bap_unicast: print_cb: 
                                               01 00 00 00                                      |....             
[00:00:19.481,628] <dbg> bttester_bap_unicast: print_cb: data: type 0x04 value_len 2
[00:00:19.481,628] <dbg> bttester_bap_unicast: print_cb: 
                                               28 00                                            |(.               
[00:00:19.481,689] <dbg> bttester_bap_unicast: print_codec_cfg:   Frequency: 16000 Hz
[00:00:19.481,689] <dbg> bttester_bap_unicast: print_codec_cfg:   Frame Duration: 10000 us
[00:00:19.481,719] <dbg> bttester_bap_unicast: print_codec_cfg:   Channel allocation: 0x1
