[00:00:36.331,909] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.332,031] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.332,275] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.332,458] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.332,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.333,160] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.333,404] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.337,280] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.337,463] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.337,646] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.337,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.338,134] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.959,991] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.964,080] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,233] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,599] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,752] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.964,935] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,087] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,240] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,423] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,606] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,759] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.965,942] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,094] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,217] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.966,247] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.966,278] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.966,369] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,552] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,735] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.966,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,102] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,315] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.967,529] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.967,559] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.967,590] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.967,620] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
