[00:00:43.710,937] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.711,059] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.711,303] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.711,486] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.711,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.712,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.712,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.716,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.716,461] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.716,644] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.716,857] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:43.717,132] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,835] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,866] <inf> fs_nvs: alloc wra: 7, e90
[00:00:00.256,866] <inf> fs_nvs: data wra: 7, 1b0
[00:00:00.256,927] <dbg> bttester: tester_init: Initializing tester
[00:00:06.008,361] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.012,298] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,481] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,634] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,847] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,153] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,305] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,488] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,641] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,824] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,007] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,373] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,495] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.014,526] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.014,556] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
