[00:00:19.377,746] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.379,150] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.380,676] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.380,706] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.997,009] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.000,854] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,373] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,556] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,708] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,861] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,380] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,563] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,746] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,021] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.003,051] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.003,082] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.003,173] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,356] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,540] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,723] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,906] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,333] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.004,364] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.004,394] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.004,425] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.030,456] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.030,456] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.063,354] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.620,971] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.621,002] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.631,744] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.632,354] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.632,476] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.713,134] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.713,165] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.714,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.715,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.715,148] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.715,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.734,313] <err> bt_l2cap: Invalid ecred conn req params. mtu 32 mps 64
