[00:00:22.173,553] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:22.174,987] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:22.176,513] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:22.176,544] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.989,135] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.993,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,591] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,774] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,957] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,110] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,445] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,598] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,781] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,964] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,117] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,300] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,483] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,605] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.995,635] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.995,666] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.995,758] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,941] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,276] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,459] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,887] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.996,917] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.996,948] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.996,978] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.038,085] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.038,116] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.059,356] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.593,750] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.593,780] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.614,440] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.615,081] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.615,173] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.644,683] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.644,683] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.646,362] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.646,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.646,606] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.646,759] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.665,985] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:12.785,858] <err> bt_l2cap: chan 0x200020e8 decreased MTU 65 -> 64
