*** Booting Zephyr OS build v4.0.0-2838-g8316f097ce2a ***
[00:00:00.250,946] <dbg> bttester: tester_init: Initializing tester
[00:00:05.943,817] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.947,601] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:05.947,631] <inf> fs_nvs: alloc wra: 0, b90
[00:00:05.947,631] <inf> fs_nvs: data wra: 0, 880
[00:00:05.952,362] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.952,545] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.952,728] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.952,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,063] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,430] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,582] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,765] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.953,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,437] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,559] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.954,589] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.954,620] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.954,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.954,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,139] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.955,230] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.955,261] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.966,400] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.966,430] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.010,223] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.010,253] <wrn> bttester_mesh: Loading default comp data
[00:00:06.010,467] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.435,943] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.480,377] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.480,407] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.508,056] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.579,040] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
