[00:00:27.528,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.529,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.529,357] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.529,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.529,754] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.530,181] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.530,426] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.534,271] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.534,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.534,637] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.534,851] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.535,125] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.071,197] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.075,317] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.075,469] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.075,653] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.075,836] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.076,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.076,171] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.076,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.076,507] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.076,660] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.076,843] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.077,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.077,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.077,362] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.077,484] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.077,514] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.077,545] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.077,636] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.077,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.077,972] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.078,155] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.078,338] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.078,582] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.078,765] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.078,796] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.078,826] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.078,857] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.090,972] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.091,003] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.100,372] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.100,402] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.120,147] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.120,147] <wrn> bttester_mesh: Loading default comp data
[00:00:06.120,422] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.545,379] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.572,967] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:14.833,648] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:14.833,679] <dbg> bttester_mesh: config_prov: 
[00:00:14.833,709] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.840,423] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.840,484] <dbg> bttester_mesh: start: 
[00:00:14.840,576] <inf> bt_mesh_provisionee: Device UUID: e69c22af-d260-476a-8101-326b274ca3e6
[00:00:14.840,698] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.840,881] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.841,613] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.841,796] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.842,102] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.842,407] <inf> bt_mesh_provisionee: Device UUID: e69c22af-d260-476a-8101-326b274ca3e6
[00:00:14.842,437] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.843,170] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.843,750] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.843,963] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.844,146] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.844,451] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.844,696] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.844,970] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.845,153] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.845,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.845,794] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.846,038] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.867,340] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:14.867,370] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.902,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.903,076] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.903,320] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.964,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.964,660] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.964,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.015,502] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.015,655] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.015,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.016,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.016,357] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.016,601] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.016,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.017,059] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.017,242] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.017,425] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.017,730] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,577] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.060,821] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,004] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.061,798] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.120,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.120,971] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.121,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.121,398] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.121,917] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.163,787] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.163,909] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.164,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.164,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.164,581] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.164,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.165,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,189] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,403] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,586] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.169,891] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.572,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.572,387] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.572,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.573,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.573,242] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.573,638] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.573,913] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.627,471] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.627,624] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.627,838] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.628,051] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.628,326] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.884,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.884,613] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,498] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,803] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.886,047] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.943,878] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.944,030] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.944,244] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.944,458] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.944,732] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.988,830] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.988,952] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.989,196] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.989,379] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.989,593] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.990,051] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.990,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.994,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.994,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.994,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.994,903] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.995,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.028,289] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.028,381] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.028,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.028,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.029,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.029,571] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.029,815] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.033,843] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.033,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.034,210] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.034,423] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.034,698] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.061,798] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.061,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,164] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,377] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,591] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,927] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.063,171] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,169] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,535] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.068,023] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.773,925] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.774,017] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.774,291] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.774,475] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.774,688] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.775,115] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.775,360] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.829,620] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.829,772] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.829,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.830,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.830,474] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.849,578] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.849,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.850,189] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.850,372] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.850,585] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.850,769] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.851,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.855,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.855,255] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.855,499] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.855,712] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.855,987] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.886,047] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.886,138] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.886,413] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.886,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.886,810] <wrn> net_buf: Timeout discarded. No blocking in syswq
