[00:00:16.361,083] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:16.362,579] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:16.362,579] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.989,257] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.993,377] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,530] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,713] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,896] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,049] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,232] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,384] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,537] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,903] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,086] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,269] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,452] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,574] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.995,605] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.995,635] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.995,727] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,910] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,276] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,917] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.996,948] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.996,978] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.997,009] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.026,550] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.026,550] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.055,755] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.582,916] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.582,977] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:08.607,360] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:08.607,940] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.608,062] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:08.704,284] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:08.704,284] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:08.706,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.706,146] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.706,237] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:08.706,390] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:09.785,430] <err> bt_conn: Unexpected first L2CAP frame
[00:00:09.785,491] <err> bt_l2cap: L2CAP length mismatch (13 != 10)
[00:00:13.925,567] <dbg> bttester: tester_event: service 0x03 opcode 0x81
