*** Booting Zephyr OS build v4.1.0-rc1-228-g5a2e6124a4c9 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,378] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,378] <inf> fs_nvs: alloc wra: 1, e00
[00:00:00.256,378] <inf> fs_nvs: data wra: 1, 294
[00:00:00.256,439] <dbg> bttester: tester_init: Initializing tester
[00:00:05.920,074] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.926,025] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.926,055] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.926,116] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 0
[00:00:05.926,513] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.926,513] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.950,683] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.950,714] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.959,838] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:05.959,869] <wrn> bttester_mesh: Loading default comp data
[00:00:05.960,083] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.389,312] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.410,461] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.410,491] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.421,051] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:09.075,958] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:09.075,988] <dbg> bttester_mesh: config_prov: 
[00:00:09.076,019] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
