[00:00:28.017,944] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.018,066] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.018,310] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.018,493] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.018,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.019,073] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.019,317] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.023,223] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.023,376] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.023,590] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.023,773] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:28.024,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.987,823] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.992,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.992,401] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.992,584] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.992,767] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.992,919] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,255] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,560] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.993,927] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,110] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,262] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,384] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.994,415] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.994,445] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.994,537] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,903] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,239] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,483] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,666] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.995,727] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.995,758] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.995,788] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.061,492] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
