*** Booting Zephyr OS build v4.0.0-4794-ga85eb146a300 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.921,875] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.927,734] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.927,764] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.927,795] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.928,741] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.928,771] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.928,802] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.928,833] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.975,067] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.975,097] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.038,818] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.038,848] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.065,551] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.065,582] <wrn> bttester_mesh: Loading default comp data
[00:00:06.065,856] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.502,075] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.540,832] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.932,830] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.932,861] <dbg> bttester_mesh: config_prov: 
[00:00:12.932,891] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.000,793] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.000,823] <dbg> bttester_mesh: start: 
[00:00:13.000,946] <inf> bt_mesh_provisionee: Device UUID: 55f21d97-e174-48cf-8562-21196415b45a
[00:00:13.002,593] <inf> bt_mesh_provisionee: Device UUID: 55f21d97-e174-48cf-8562-21196415b45a
[00:00:13.002,624] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.037,231] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.037,231] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:15.161,804] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:15.169,464] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:15.169,494] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.949,707] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:16.949,737] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:17.630,126] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.630,157] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.633,728] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.633,758] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.737,304] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.737,304] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.740,600] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.740,631] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.083,038] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:18.083,068] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.198,944] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.198,974] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.202,545] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.202,575] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.748,687] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:18.748,718] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:19.889,556] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:19.889,587] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:19.893,188] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:19.893,188] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:19.995,635] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:19.995,666] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.035,705] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:20.035,736] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.039,489] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 20
[00:00:20.039,520] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.141,845] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:20.141,876] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.197,692] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 9
[00:00:20.197,723] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.200,775] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 9
[00:00:20.200,805] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.458,496] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:20.458,526] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.513,336] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 9
[00:00:20.513,366] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.516,632] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 9
[00:00:20.516,662] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:21.194,122] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:21.194,152] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.232,849] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 10
[00:00:21.232,879] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.236,206] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 10
[00:00:21.236,236] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:21.374,145] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:21.374,145] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.377,563] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 5
[00:00:21.377,593] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:21.497,802] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:21.497,833] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.501,251] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 5
[00:00:21.501,281] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
