[00:00:18.145,538] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.146,972] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.148,498] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:18.148,529] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:06.011,413] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.015,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,418] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,601] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,754] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,906] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,089] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,608] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,791] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,913] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.017,944] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.017,974] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.018,066] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,249] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,585] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,768] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,012] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,195] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.019,226] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.019,256] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.019,287] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.030,364] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.030,395] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.070,800] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.694,580] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.694,610] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.725,341] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.725,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.726,043] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.771,484] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.771,484] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.773,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.773,315] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.773,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.773,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.755,340] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:13.872,680] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:13.874,603] <dbg> bttester: tester_event: service 0x03 opcode 0x81
