[00:00:27.126,922] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.127,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.127,288] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.127,471] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.127,685] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.128,204] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.128,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.132,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.132,507] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.132,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.132,904] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:27.133,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-1231-g6c7b38f5fa1c ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.978,698] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.982,849] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,032] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,215] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,398] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,551] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,734] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,886] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,039] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,558] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,741] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,924] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,015] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.985,046] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.985,076] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.985,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,717] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.985,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,114] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.986,328] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.986,358] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.986,389] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.986,419] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.046,691] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.046,722] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.069,030] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.069,061] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.112,854] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.112,854] <wrn> bttester_mesh: Loading default comp data
[00:00:06.113,128] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.540,344] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.553,161] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:14.949,707] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:14.949,768] <dbg> bttester_mesh: config_prov: 
[00:00:14.949,798] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:14.965,820] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:14.965,850] <dbg> bttester_mesh: start: 
[00:00:14.965,942] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:14.966,094] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.966,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.966,949] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.967,163] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.967,437] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.967,742] <inf> bt_mesh_provisionee: Device UUID: 41263c30-8afd-4565-a955-4b16e864510e
[00:00:14.967,773] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:14.968,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.969,116] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.969,329] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.969,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.969,818] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.970,062] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.970,336] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.970,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.970,733] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.971,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.971,374] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.984,619] <dbg> bttester_mesh: link_open: bearer 0x01
