[00:00:27.703,582] <dbg> bttester_mesh: fault_get_cur: 
*** Booting Zephyr OS build v4.2.0-rc1-129-gfdd02c5105d2 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.927,398] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.933,502] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.933,532] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.933,563] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.2 Build 0
[00:00:05.934,448] <inf> bt_hci_core: HCI transport: Controller
[00:00:05.934,539] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.934,570] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.934,600] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.934,631] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.960,540] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.039,215] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.039,245] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.086,853] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x01 index 0xff
[00:00:06.165,466] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.165,496] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.207,672] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.239,471] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.239,501] <wrn> bttester_mesh: Loading default comp data
[00:00:06.239,776] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.669,097] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.701,782] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:08.879,058] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:08.879,089] <dbg> bttester_mesh: config_prov: 
[00:00:08.879,119] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:08.916,412] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:08.916,442] <dbg> bttester_mesh: start: 
[00:00:08.916,564] <inf> bt_mesh_provisionee: Device UUID: 66401a91-1fe6-498c-ae47-0d4a15f14335
[00:00:08.918,304] <inf> bt_mesh_provisionee: Device UUID: 66401a91-1fe6-498c-ae47-0d4a15f14335
[00:00:08.918,334] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:08.936,157] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:08.936,187] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:11.642,089] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:11.649,536] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:11.649,536] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:13.372,924] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:13.372,955] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:14.483,917] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:14.483,978] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:14.487,487] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:14.487,518] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:14.573,974] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:14.574,005] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:14.577,484] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:14.577,514] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:14.918,823] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:14.918,853] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:15.035,400] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:15.035,461] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:15.038,879] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:15.038,909] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:15.625,000] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:15.625,000] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:15.737,457] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:15.737,457] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:15.793,823] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:15.793,853] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:15.797,424] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 20
[00:00:15.797,424] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:15.986,389] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:15.986,419] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:15.989,898] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:15.989,929] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:15.991,455] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71de8
[00:00:16.609,313] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.609,344] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.612,823] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.612,854] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.614,379] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71e14
[00:00:16.715,179] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.715,240] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.718,750] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.718,750] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.720,306] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71ff8
[00:00:16.840,576] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.840,576] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.844,055] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.844,085] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.845,642] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71ce0
[00:00:16.963,684] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.963,714] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.967,193] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.967,224] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.968,750] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71d0c
[00:00:17.570,739] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
