*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.991,210] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.995,300] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,452] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,635] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,154] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,307] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,643] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,826] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,009] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,467] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.997,497] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.997,528] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.997,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,985] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.998,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.998,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.998,565] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.998,779] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.998,809] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.998,840] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.998,870] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.033,905] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.666,900] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.666,931] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.673,706] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x10 index 0x00
[00:00:06.673,736] <dbg> bttester_gap: set_io_cap: io_cap: 4
[00:00:06.673,736] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x10 index 0x00 status 0x00
[00:00:06.685,943] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x02 index 0x00
[00:00:06.685,974] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.709,899] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.709,930] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.709,960] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.726,165] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.726,196] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.733,215] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.733,245] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.733,276] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.764,739] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.764,770] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.797,668] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.797,698] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.797,729] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.814,483] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.814,544] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.821,563] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:06.821,563] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.821,594] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.838,562] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:06.838,592] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:06.853,942] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x07 index 0x00
[00:00:13.886,535] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0a index 0x00
[00:00:13.886,657] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.886,840] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.887,023] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.887,207] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.887,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.106,323] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:14.106,323] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:14.107,849] <dbg> bttester: tester_event: service 0x01 opcode 0x80
[00:00:14.108,917] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.109,069] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.109,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.109,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.984,283] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x11 index 0x00
[00:00:14.984,344] <dbg> bttester_gatt: gatt_buf_add: 3/2048 used
[00:00:15.107,360] <dbg> bttester: tester_rsp_full: service 0x02 opcode 0x11
[00:00:16.130,645] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x11 index 0x00
[00:00:16.132,324] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x11 index 0x00 status 0x00
[00:00:16.607,452] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.835,083] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:17.160,858] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x11 index 0x00
[00:00:17.160,888] <dbg> bttester_gatt: gatt_buf_add: 3/2048 used
[00:00:17.232,452] <dbg> bttester_gatt: gatt_buf_add: 25/2048 used
[00:00:17.482,604] <dbg> bttester: tester_rsp_full: service 0x02 opcode 0x11
[00:00:17.485,717] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x13
[00:00:17.485,717] <dbg> bttester: tester_event: service 0x01 opcode 0x83
