[00:00:19.016,540] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.018,035] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.018,066] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.250,823] <dbg> bttester: tester_init: Initializing tester
[00:00:06.015,960] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.020,507] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,690] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.020,843] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,362] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.021,850] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,033] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,216] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,369] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,552] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.022,674] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.022,705] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.022,735] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.022,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,010] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,529] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,773] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.023,956] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.023,986] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.024,017] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.024,047] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.035,339] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.035,369] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.055,053] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.757,324] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.757,354] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.780,029] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.780,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.780,761] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.844,879] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.844,909] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.846,588] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.846,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.846,862] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.846,984] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.831,695] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:13.946,044] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.846,099] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.966,033] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:15.087,554] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:15.207,580] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:15.326,538] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:15.337,493] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:15.446,563] <dbg> bttester: tester_event: service 0x03 opcode 0x83
[00:00:15.457,489] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
