[00:00:29.484,924] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:29.485,137] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:29.485,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:29.485,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:29.485,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.978,912] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.983,123] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,489] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,825] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,978] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,161] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,649] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.984,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.609,161] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.609,191] <dbg> bttester_mesh: config_prov: 
[00:00:11.609,222] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.622,192] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.622,222] <dbg> bttester_mesh: start: 
[00:00:11.622,344] <inf> bt_mesh_provisionee: Device UUID: 719296ec-a902-456c-b164-18ddc2d86f63
[00:00:11.622,467] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.622,650] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.623,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.623,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.623,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.624,114] <inf> bt_mesh_provisionee: Device UUID: 719296ec-a902-456c-b164-18ddc2d86f63
[00:00:11.624,114] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.625,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.625,640] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.625,854] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.626,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.626,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.626,617] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.626,892] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.627,075] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.627,288] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.627,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.627,960] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.650,390] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:11.650,421] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:11.681,121] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.681,304] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.681,549] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.729,064] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.729,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.729,522] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.784,851] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.785,003] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.785,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.785,400] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.785,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.785,980] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.786,254] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.786,437] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.786,621] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.786,804] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.787,109] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.829,803] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.829,925] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.830,169] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.830,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.830,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.830,993] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.831,237] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.877,136] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.877,288] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.877,502] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.877,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.877,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.920,104] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.920,227] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.920,501] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.920,684] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.920,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.921,234] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.921,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.925,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.925,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.925,750] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.925,964] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.926,269] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.164,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.164,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.164,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.164,733] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.164,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.165,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.165,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.222,290] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.222,442] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.222,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.222,869] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.223,144] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.549,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.549,591] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.550,140] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.550,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.550,537] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.550,872] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.551,147] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.640,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.640,350] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.640,563] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.640,777] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.641,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.668,151] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.668,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.668,518] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.668,701] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.668,945] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.669,219] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.669,464] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.673,492] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.673,645] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.673,858] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.674,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.674,346] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.704,437] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.704,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.704,803] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.704,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.705,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.705,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.705,963] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.709,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.710,174] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.710,357] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.710,632] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.710,937] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.732,971] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.733,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.733,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.733,551] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.733,764] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.734,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
