[00:00:17.910,888] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:17.912,384] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:17.912,414] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.009,429] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.013,763] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,946] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,312] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,465] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,648] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,953] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,136] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,319] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,472] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,655] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,808] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,930] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.015,960] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.015,991] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.016,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,632] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.016,784] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,242] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.017,272] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.017,303] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.017,333] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.073,669] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.073,669] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.107,849] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.441,802] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.441,833] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.506,591] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.507,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.507,263] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.578,369] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.578,399] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.580,078] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.580,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.580,322] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.580,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.556,152] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.679,534] <dbg> bttester: tester_event: service 0x03 opcode 0x82
