[00:01:20.024,902] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.025,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.025,604] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.025,787] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.026,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.026,214] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.026,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.030,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.030,609] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.030,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.031,005] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.031,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.560,333] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.560,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.561,065] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.561,248] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.561,462] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.561,920] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.562,194] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.566,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.566,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.566,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.566,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:20.567,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.095,764] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.095,886] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.096,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.096,618] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.096,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.097,167] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.097,412] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.101,409] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.101,562] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.101,776] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.101,959] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:01:21.102,264] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2838-g8316f097ce2a ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.971,710] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.975,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,135] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,318] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,501] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,654] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,806] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,989] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,294] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,844] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,118] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.978,149] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.978,179] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.978,271] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,637] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,790] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,973] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,400] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.979,431] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.979,492] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.979,492] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.009,094] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.009,124] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.048,553] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.048,553] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.106,842] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.106,872] <wrn> bttester_mesh: Loading default comp data
[00:00:06.107,147] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.535,949] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.591,979] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.940,155] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.940,185] <dbg> bttester_mesh: config_prov: 
[00:00:12.940,216] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.961,456] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.961,517] <dbg> bttester_mesh: start: 
[00:00:12.961,608] <inf> bt_mesh_provisionee: Device UUID: 48ab71da-8e41-4ab8-a1ce-834b9a84c315
[00:00:12.961,730] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.961,914] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.962,493] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.962,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.962,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.963,287] <inf> bt_mesh_provisionee: Device UUID: 48ab71da-8e41-4ab8-a1ce-834b9a84c315
[00:00:12.963,317] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:12.964,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.964,630] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.964,813] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.964,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.965,301] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.965,576] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.965,850] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.966,033] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.966,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.966,766] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.967,041] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.985,260] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:12.985,290] <dbg> bttester_mesh: provision_node: 
[00:00:12.985,351] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:12.992,248] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:12.992,248] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:12.992,645] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:13.026,336] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.026,580] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.026,824] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.074,249] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:13.074,310] <dbg> bttester_mesh: provision_adv: 
[00:00:13.074,401] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:13.081,878] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.082,061] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.082,305] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.086,151] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.086,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.086,578] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.086,761] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.087,036] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.087,310] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.087,585] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.087,768] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.087,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.088,134] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.088,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.103,515] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.103,607] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.103,881] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.104,064] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.104,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.104,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.104,949] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.108,825] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.108,978] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.109,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.109,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.109,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.626,922] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.627,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.627,624] <wrn> net_buf: Timeout discarded. No blocking in syswq
