[00:00:21.822,906] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:21.824,310] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:21.825,836] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:21.825,866] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.996,307] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.000,579] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.000,946] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,281] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,434] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,617] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,770] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,922] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,105] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,288] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,471] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,624] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,746] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.002,777] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.002,807] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.002,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,417] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,601] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,845] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,058] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.004,089] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.004,119] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.004,150] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.033,599] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.033,630] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.053,588] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.436,218] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.436,798] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.436,920] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.471,923] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.471,954] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.473,632] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.473,785] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.473,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.474,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.476,287] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.573,089] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.575,012] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.694,610] <wrn> bt_l2cap: PDU size > MPS (98 > 96)
[00:00:14.694,641] <wrn> bt_conn: Timeout discarded. No blocking in syswq.
[00:00:14.813,049] <dbg> bttester: tester_event: service 0x03 opcode 0x82
