*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.253,234] <dbg> bttester: tester_init: Initializing tester
[00:00:06.025,146] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.051,361] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.051,391] <inf> bt_hci_core: HW Variant: nRF53x (0x0003)
[00:00:06.051,422] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:06.053,497] <inf> bt_hci_core: Identity: D7:B8:1B:0B:51:C3 (random)
[00:00:06.053,527] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.053,558] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.053,588] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.078,002] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.079,223] <wrn> bt_ecc: Callback already registered
[00:00:06.511,138] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.511,199] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.548,614] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x08 index 0x00
[00:00:06.688,781] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.688,781] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.746,032] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.746,124] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:14.803,649] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:14.804,565] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:14.883,789] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:14.883,819] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:16.744,873] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:17.832,397] <dbg> bttester: cmd_handler: cmd service 0x19 opcode 0x02 index 0x00
[00:00:17.832,519] <dbg> bttester: tester_rsp_with_index: service 0x19 opcode 0x02 index 0x00 status 0x00
[00:00:19.264,739] <dbg> bttester_csip: csip_discover_cb: 
[00:00:19.264,801] <dbg> bttester_csip: csip_discover_cb: Found 1 sets on member[0]
[00:00:19.264,801] <dbg> bttester: tester_event: service 0x19 opcode 0x81
[00:00:19.267,150] <dbg> bttester_csip: csip_discover_cb: CSIS[0]: 0x200157a0
[00:00:19.267,181] <dbg> bttester_csip: csip_discover_cb: Rank: 1
[00:00:19.267,181] <dbg> bttester_csip: csip_discover_cb: Set Size: 2
[00:00:19.267,211] <dbg> bttester_csip: csip_discover_cb: Lockable: 1
[00:00:19.267,211] <dbg> bttester: tester_event: service 0x19 opcode 0x80
[00:00:20.358,673] <dbg> bttester: cmd_handler: cmd service 0x19 opcode 0x02 index 0x00
[00:00:20.358,825] <dbg> bttester: tester_rsp_with_index: service 0x19 opcode 0x02 index 0x00 status 0x00
[00:00:21.304,748] <dbg> bttester_csip: csip_discover_cb: 
[00:00:21.304,779] <dbg> bttester_csip: csip_discover_cb: Found 1 sets on member[0]
[00:00:21.304,779] <dbg> bttester: tester_event: service 0x19 opcode 0x81
[00:00:21.307,128] <dbg> bttester_csip: csip_discover_cb: CSIS[0]: 0x200157a0
[00:00:21.307,159] <dbg> bttester_csip: csip_discover_cb: Rank: 1
[00:00:21.307,159] <dbg> bttester_csip: csip_discover_cb: Set Size: 2
[00:00:21.307,189] <dbg> bttester_csip: csip_discover_cb: Lockable: 1
[00:00:21.307,189] <dbg> bttester: tester_event: service 0x19 opcode 0x80
[00:00:23.405,090] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x13
[00:00:23.405,120] <dbg> bttester: tester_event: service 0x01 opcode 0x83
