[00:00:33.846,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.847,015] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.847,259] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.847,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.847,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.848,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.848,419] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.852,294] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.852,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.852,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.852,874] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:33.853,179] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.983,306] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.987,823] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.987,976] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.988,159] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.988,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.988,525] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.988,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.988,830] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,166] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,532] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,685] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,868] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.989,990] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.990,020] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.990,051] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.990,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.990,325] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.990,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.990,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.990,844] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.991,088] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.991,271] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.991,333] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.991,363] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.991,363] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.021,240] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.021,270] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.061,187] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.061,187] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.086,120] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.086,151] <wrn> bttester_mesh: Loading default comp data
[00:00:06.086,425] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.346,374] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.369,873] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.627,471] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.627,502] <dbg> bttester_mesh: config_prov: 
[00:00:13.627,532] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.679,290] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.679,351] <dbg> bttester_mesh: start: 
[00:00:13.679,443] <inf> bt_mesh_provisionee: Device UUID: 719296ec-a902-456c-b164-18ddc2d86f63
[00:00:13.679,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.679,748] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.680,480] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.680,664] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.680,969] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.681,274] <inf> bt_mesh_provisionee: Device UUID: 719296ec-a902-456c-b164-18ddc2d86f63
[00:00:13.681,274] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.682,159] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.682,830] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.683,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.683,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.683,532] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.683,776] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.684,051] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.684,234] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.684,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.684,936] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.685,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.727,355] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x03 index 0x00
[00:00:13.727,386] <dbg> bttester_mesh: provision_node: 
[00:00:13.727,416] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:13.736,511] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:13.736,541] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:13.736,938] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:13.739,257] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.739,440] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.739,685] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.797,760] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.797,943] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.798,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.802,154] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.802,337] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.802,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.802,703] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.803,009] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.803,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.803,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.803,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.804,016] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.804,168] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.804,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.803,039] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:14.803,100] <dbg> bttester_mesh: provision_adv: 
[00:00:14.803,192] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:14.851,287] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.851,379] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.851,654] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.851,928] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.852,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.852,447] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.852,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.856,567] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.856,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.856,933] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.857,116] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.857,421] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.875,244] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:14.875,274] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.883,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.883,605] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.884,124] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.884,307] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.884,521] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.884,857] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.885,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.888,702] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.888,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.889,068] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.889,251] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.889,556] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.177,917] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.178,039] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.178,283] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.178,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.178,680] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.179,138] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.179,382] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.239,807] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.239,959] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,173] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,356] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.240,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.259,765] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.259,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.260,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.260,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.260,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.260,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.261,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.264,801] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.264,953] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.265,167] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.265,350] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.265,655] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.384,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.384,124] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.384,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.384,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.385,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.385,589] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.385,833] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.389,862] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.390,014] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.390,228] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.390,411] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.390,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.410,827] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.410,949] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.411,193] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.411,376] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.411,834] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.412,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.412,292] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.416,320] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.416,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.416,687] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.416,870] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.417,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.438,262] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.438,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.438,659] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.438,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.439,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.439,514] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.439,758] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.443,756] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.443,939] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.444,122] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.444,335] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.444,610] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.968,048] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.968,170] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.968,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.968,627] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.968,841] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.969,146] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.969,390] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.023,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.023,559] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.023,773] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.023,956] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.024,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.061,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.061,492] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.061,767] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.061,950] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,164] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,622] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.062,866] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.066,833] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.066,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,199] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,382] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,687] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.251,007] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.251,129] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.251,373] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.251,556] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.251,770] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,441] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.304,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.304,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.305,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.305,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.305,664] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.352,752] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.352,874] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.353,149] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.353,332] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.353,546] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.353,973] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.354,309] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.358,276] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.358,428] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.358,642] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.358,825] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.359,130] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.574,981] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.575,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.575,347] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.575,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.575,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.576,049] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.576,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.635,589] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.635,742] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.635,955] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.636,138] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.636,444] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.670,532] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.670,654] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.670,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.671,081] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.671,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.671,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.671,936] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.675,964] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.676,208] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.676,422] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.676,605] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.677,062] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.703,918] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.704,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.704,315] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.704,498] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.704,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.705,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.705,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.709,167] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.709,320] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.709,533] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.709,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.710,021] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.928,070] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.928,192] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.928,436] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.928,619] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.928,833] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.929,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.929,565] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.983,154] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.983,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.983,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.983,703] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.984,100] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.015,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.015,228] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.015,472] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.015,777] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.015,991] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.016,174] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.016,418] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.073,791] <dbg> bttester_mesh: prov_node_added: net_idx 0x0000 addr 0x0001 num_elem 1
[00:00:17.073,822] <dbg> bttester: tester_event: service 0x04 opcode 0x8e
[00:00:17.339,721] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:17.339,752] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:17.340,667] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.340,820] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.341,033] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.341,217] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.341,491] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.826,110] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x14 index 0x00
[00:00:19.826,171] <dbg> bttester_mesh: composition_data_get: 
[00:00:19.826,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.826,843] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.826,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.827,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.827,636] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.827,880] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.875,213] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.875,366] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.875,579] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.875,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.876,068] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.996,459] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:19.996,520] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.053,588] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.053,619] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.206,268] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.206,359] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.206,634] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.206,817] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.207,031] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.207,427] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.207,702] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.232,238] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 14
[00:00:20.232,299] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.234,863] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 26
[00:00:20.234,863] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.263,336] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.263,519] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.263,763] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.324,096] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x14 index 0x00
[00:00:20.324,157] <dbg> bttester_mesh: composition_data_get: 
[00:00:20.326,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.326,568] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.326,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.377,746] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.377,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.378,204] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.378,387] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:20.378,662] <wrn> net_buf: Timeout discarded. No blocking in syswq
