[00:00:18.094,909] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:18.096,405] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:18.096,405] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-2578-g6b65d60d49a0 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.008,392] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.012,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,695] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.012,847] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,061] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,214] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,397] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,549] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,702] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.013,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,068] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,251] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,404] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,587] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.014,709] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.014,739] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.014,770] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.014,862] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,045] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,380] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,563] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,808] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.015,991] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.016,021] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.016,052] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.016,082] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.041,381] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.041,412] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.088,806] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.623,779] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.623,809] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:13.681,335] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:13.681,915] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.682,037] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:13.698,822] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:13.698,822] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:13.700,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.700,653] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.700,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.700,897] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.702,819] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:15.800,018] <dbg> bttester: tester_event: service 0x03 opcode 0x82
