*** Booting Zephyr OS build v4.0.0-2762-g99a503e6613b ***
[00:00:00.389,007] <dbg> bttester: tester_init: Initializing tester
[00:00:36.811,737] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:36.815,948] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.816,131] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.816,284] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.816,497] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.816,650] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.816,802] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.816,986] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.817,138] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.817,291] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.817,474] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.817,657] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.817,840] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.817,993] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.818,115] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:36.818,145] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:36.818,176] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:36.818,267] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.818,450] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.818,603] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.818,786] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.818,969] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.819,213] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.819,396] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:36.819,427] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:36.819,458] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:36.819,488] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:36.865,051] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:37.372,619] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:37.372,680] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:37.405,578] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x10 index 0x00
[00:00:37.405,609] <dbg> bttester_gap: set_io_cap: io_cap: 4
[00:00:37.405,609] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x10 index 0x00 status 0x00
[00:00:37.417,846] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x02 index 0x00
[00:00:37.417,877] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.454,925] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.454,925] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.454,956] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.534,698] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.534,729] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.603,393] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.603,424] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.603,424] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.625,823] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.625,854] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.630,004] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.630,035] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.630,035] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.649,169] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.649,230] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.674,163] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x03 index 0x00
[00:00:37.674,194] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.674,224] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:37.692,474] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x06 index 0x00
[00:00:37.692,504] <dbg> bttester: tester_rsp_with_index: service 0x02 opcode 0x06 index 0x00 status 0x00
[00:00:37.730,621] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x07 index 0x00
[00:00:46.795,654] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:46.796,356] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.796,478] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:46.804,504] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:46.804,534] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:46.806,243] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.806,365] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.806,488] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:46.806,610] <wrn> net_buf: Timeout discarded. No blocking in syswq
