*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.254,516] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.254,516] <inf> fs_nvs: alloc wra: 7, 9d0
[00:00:00.254,547] <inf> fs_nvs: data wra: 7, 7e0
[00:00:00.254,577] <dbg> bttester: tester_init: Initializing tester
[00:00:06.012,817] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.016,967] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,120] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,303] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,486] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.017,974] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,127] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,280] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,493] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,676] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.018,859] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,012] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,134] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.019,165] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.019,195] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.019,287] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,470] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.019,836] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:06.019,866] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.060,729] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.060,760] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.114,898] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.114,898] <wrn> bttester_mesh: Loading default comp data
