[00:01:18.625,976] <dbg> bttester_mesh: fault_get_cur: 
*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.250,732] <dbg> bttester: tester_init: Initializing tester
[00:00:05.938,293] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.944,305] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.944,335] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.944,366] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.945,312] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.945,343] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.945,373] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.945,404] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.986,267] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.035,430] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.035,491] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.056,610] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x01 index 0xff
[00:00:06.120,483] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.120,513] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.143,188] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.177,795] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.177,795] <wrn> bttester_mesh: Loading default comp data
[00:00:06.178,070] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.611,267] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.651,947] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.928,070] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.928,100] <dbg> bttester_mesh: config_prov: 
[00:00:13.928,131] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.940,277] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.940,338] <dbg> bttester_mesh: start: 
[00:00:13.940,429] <inf> bt_mesh_provisionee: Device UUID: e6287ff6-0a55-4519-8f7a-8b4c5bb9ab28
[00:00:13.942,169] <inf> bt_mesh_provisionee: Device UUID: e6287ff6-0a55-4519-8f7a-8b4c5bb9ab28
[00:00:13.942,199] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.967,041] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.967,041] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:17.014,465] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:17.021,942] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:17.021,942] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:23.813,842] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:23.813,873] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:25.484,344] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:25.484,375] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.487,823] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:25.487,854] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:25.625,854] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:25.625,885] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.629,272] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:25.629,302] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:25.971,710] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:25.971,740] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.570,312] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:26.570,343] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.573,730] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:26.573,760] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:27.085,876] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:27.085,876] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:27.236,572] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:27.236,602] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:27.276,092] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:27.276,123] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:27.279,693] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 20
[00:00:27.279,693] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:27.401,092] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:27.401,153] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:27.404,632] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:27.404,663] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:27.406,188] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x701a4
[00:00:28.007,293] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:28.007,324] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:28.010,772] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:28.010,803] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:28.012,359] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x701d0
[00:00:28.115,051] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:28.115,112] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:28.118,591] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:28.118,591] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:28.120,147] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x703b4
[00:00:28.238,311] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
