*** Booting Zephyr OS build v4.2.0-rc1-129-gfdd02c5105d2 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.254,486] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.254,486] <inf> fs_nvs: alloc wra: 1, 870
[00:00:00.254,486] <inf> fs_nvs: data wra: 1, 854
[00:00:00.254,547] <dbg> bttester: tester_init: Initializing tester
[00:00:05.911,376] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.917,297] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.917,327] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.917,358] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.2 Build 0
[00:00:05.917,785] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.917,816] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.969,909] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.008,422] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.008,422] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.015,106] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.034,973] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.035,003] <wrn> bttester_mesh: Loading default comp data
[00:00:06.035,186] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.475,646] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.498,291] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.498,321] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.507,568] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.507,598] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.559,478] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:09.662,384] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:09.662,414] <dbg> bttester_mesh: config_prov: 
[00:00:09.662,445] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:09.673,309] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:09.673,370] <dbg> bttester_mesh: start: 
[00:00:09.673,370] <inf> bttester_mesh: Loading stored setting

[00:00:09.753,723] <inf> bt_hci_core: HCI transport: Controller
[00:00:09.753,814] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:09.753,845] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:09.753,875] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:09.763,427] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:09.763,427] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:09.763,916] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:09.865,600] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:09.865,631] <dbg> bttester_mesh: reset: 
[00:00:10.523,132] <dbg> bttester_mesh: prov_reset: 
[00:00:10.523,254] <inf> bt_mesh_provisionee: Device UUID: 66401a91-1fe6-498c-ae47-0d4a15f14335
[00:00:10.527,465] <inf> bt_mesh_provisionee: Device UUID: 66401a91-1fe6-498c-ae47-0d4a15f14335
[00:00:10.527,496] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:10.578,613] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:10.578,643] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.181,365] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:14.329,895] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:14.329,895] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.055,969] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:16.055,999] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:16.727,172] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.727,203] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.730,651] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.730,682] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.849,853] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.849,884] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.853,332] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.853,363] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.128,021] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:17.128,051] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.262,023] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.262,054] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.265,533] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.265,533] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.676,208] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:17.676,208] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.843,048] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.843,078] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.882,598] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.882,629] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.886,230] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 20
[00:00:17.886,260] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.058,746] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.058,746] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.062,347] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.062,347] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.063,903] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x75fe4
[00:00:18.181,854] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.181,915] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.185,455] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.185,485] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.187,011] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x76010
[00:00:18.323,913] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.323,944] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.327,484] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.327,514] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.329,071] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x761f4
[00:00:18.465,789] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.465,820] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.469,360] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.469,390] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.470,916] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x75f60
[00:00:20.563,507] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x60 index 0x00
[00:00:20.563,537] <dbg> bttester_mesh: blob_info_get: 
[00:00:20.563,568] <dbg> bttester_mesh: cmd_blob_target: Added target 0x0001
[00:00:20.563,568] <dbg> bttester_mesh: cmd_blob_target: Added target 0x0065
[00:00:20.564,788] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x60 index 0x00 status 0x00
[00:00:20.738,189] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.738,189] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.794,219] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 15
[00:00:20.794,250] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.797,698] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 15
[00:00:20.797,760] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.867,797] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.867,828] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.906,219] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 15
[00:00:20.906,250] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.996,887] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0065 dst 0x0003 payload_len 16
[00:00:20.996,887] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.035,858] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0065 dst 0x0003 payload_len 15
[00:00:21.035,888] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.039,398] <dbg> bttester_mesh: model_recv_ev: src 0x0065 dst 0x0003 payload_len 15
[00:00:21.039,428] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:21.041,564] <wrn> bt_mesh_blob_cli: Dropping 0x0065: 2
[00:00:21.041,595] <dbg> bttester_mesh: blob_cli_lost_target: Mesh Blob: Lost target 0x0065 (reason: 2)
[00:00:21.041,595] <dbg> bttester: tester_event: service 0x04 opcode 0x90
[00:00:21.042,022] <dbg> bttester_mesh: blob_cli_caps: Mesh BLOB: capabilities:
[00:00:21.042,022] <dbg> bttester_mesh: blob_cli_caps: 	Max BLOB size: 65535 bytes
[00:00:21.042,053] <dbg> bttester_mesh: blob_cli_caps: 	Block size: 16-5 (65536-32 bytes)
[00:00:21.042,083] <dbg> bttester_mesh: blob_cli_caps: 	Max chunks: 5
[00:00:21.042,083] <dbg> bttester_mesh: blob_cli_caps: 	Chunk size: 11
[00:00:21.042,114] <dbg> bttester_mesh: blob_cli_caps: 	MTU size: 65535
[00:00:21.042,144] <dbg> bttester_mesh: blob_cli_caps: 	Modes: push
[00:00:25.600,372] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x66 index 0x00
[00:00:25.600,402] <dbg> bttester_mesh: blob_transfer_start: 
[00:00:25.601,715] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x66 index 0x00 status 0x00
[00:00:26.696,228] <err> bt_mesh_transport: Ran out of retransmit without progress attempts
[00:00:30.556,793] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x01 src 0x0001 dst 0x0003 payload_len 7
[00:00:30.556,854] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:30.878,692] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:30.878,723] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:30.934,204] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:30.934,234] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:30.937,927] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 20
[00:00:30.937,957] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:31.177,917] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 14
[00:00:31.177,947] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:31.181,335] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 6
[00:00:31.181,365] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
