[00:00:36.495,971] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.496,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.496,429] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.496,612] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.496,826] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.497,070] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.497,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.501,220] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.501,403] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.501,586] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.501,800] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:36.502,075] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-2838-g8316f097ce2a ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.973,510] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.977,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,844] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,027] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,210] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,363] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,515] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,698] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,851] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,003] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,187] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,705] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,827] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.979,858] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.979,888] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.979,980] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,163] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,346] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,529] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,712] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,140] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.981,170] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.981,201] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.981,231] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.031,433] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.031,463] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.069,793] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.069,824] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.168,334] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.168,334] <wrn> bttester_mesh: Loading default comp data
[00:00:06.168,609] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.598,205] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.649,597] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.927,490] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.927,520] <dbg> bttester_mesh: config_prov: 
[00:00:13.927,551] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.948,760] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.948,822] <dbg> bttester_mesh: start: 
[00:00:13.948,913] <inf> bt_mesh_provisionee: Device UUID: 48ab71da-8e41-4ab8-a1ce-834b9a84c315
[00:00:13.949,035] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.949,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.949,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.950,073] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.950,378] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.950,683] <inf> bt_mesh_provisionee: Device UUID: 48ab71da-8e41-4ab8-a1ce-834b9a84c315
[00:00:13.950,683] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.951,446] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.952,026] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.952,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.952,392] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.952,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.952,972] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.953,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.953,430] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.953,643] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.954,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.954,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.980,529] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.980,560] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.006,378] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x08 index 0x00
[00:00:14.006,408] <dbg> bttester_mesh: ivu_test_mode: enable 0x01
[00:00:14.006,439] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x08 index 0x00 status 0x00
[00:00:14.007,415] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.007,598] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.007,843] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.061,645] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.061,828] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.062,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.117,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.118,072] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.118,255] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.118,438] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.118,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.118,988] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.119,262] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.119,445] <wrn> net_buf: Timeout discarded. No blocking in syswq
