*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.395,629] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.402,130] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.402,160] <inf> fs_nvs: alloc wra: 0, fe8
[00:00:00.402,160] <inf> fs_nvs: data wra: 0, 0
[00:00:00.402,221] <dbg> bttester: tester_init: Initializing tester
[00:00:11.739,562] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:11.743,988] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.744,171] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.744,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.744,506] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.744,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.744,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.744,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.745,147] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.745,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.745,513] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.745,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.745,880] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.746,063] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.746,185] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:11.746,215] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:11.746,246] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:11.746,337] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.746,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.746,765] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.746,856] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:11.746,887] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:11.757,965] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:11.757,965] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
