[00:00:20.932,586] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:20.934,173] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:20.934,204] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-1675-g9cebb3ff6339 ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.967,132] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.971,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,557] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,923] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,259] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,412] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,564] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,930] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,083] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,266] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,419] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,541] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.973,571] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.973,602] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.973,693] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,060] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,212] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,395] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,853] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.974,884] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.974,914] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.974,945] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.020,019] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.020,050] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.067,169] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.571,777] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.571,807] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.637,023] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.637,573] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.637,664] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.660,858] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.660,888] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.662,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.662,841] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.662,963] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.663,085] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.742,156] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.671,508] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x04 index 0x00
[00:00:14.671,569] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x04 index 0x00 status 0x00
