*** Booting Zephyr OS build v4.0.0-3179-gcbf867ff2cc8 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,007] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.255,096] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.255,096] <inf> fs_nvs: alloc wra: 7, a58
[00:00:00.255,126] <inf> fs_nvs: data wra: 7, 624
[00:00:00.255,157] <dbg> bttester: tester_init: Initializing tester
[00:00:05.976,104] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.980,560] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,231] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,414] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,567] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,719] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,872] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,086] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,269] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,452] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,604] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.982,727] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.982,757] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.982,788] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.982,879] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,337] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.983,428] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.983,459] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.004,394] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.004,425] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.035,827] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.035,827] <wrn> bttester_mesh: Loading default comp data
[00:00:06.036,102] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.486,083] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.519,134] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.519,165] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.569,152] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:12.659,027] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:12.659,088] <dbg> bttester_mesh: config_prov: 
[00:00:12.659,088] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:12.685,760] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:12.685,791] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:12.864,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.864,501] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.864,715] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:12.864,746] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:12.864,807] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:12.877,227] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.877,410] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.878,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.878,387] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.878,570] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.878,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.879,089] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:12.879,119] <dbg> bttester: tester_event: service 0x04 opcode 0x83
