*** Booting Zephyr OS build v4.1.0-rc2-177-g5efaf9d8c1f0 ***
[00:00:00.393,157] <dbg> bttester: tester_init: Initializing tester
[00:00:36.941,131] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:36.947,540] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:36.947,570] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:36.947,601] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 0
[00:00:36.948,547] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:36.948,608] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:36.948,638] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:36.948,638] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:36.973,022] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:36.973,052] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:36.996,948] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:36.996,978] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:37.033,813] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:37.033,843] <wrn> bttester_mesh: Loading default comp data
[00:00:37.034,149] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:37.491,943] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:37.517,822] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:37.517,852] <wrn> bt_ecc: Callback already registered
[00:00:56.946,990] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:56.947,052] <dbg> bttester_mesh: config_prov: 
[00:00:56.947,052] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:56.968,322] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:56.968,353] <dbg> bttester_mesh: start: 
[00:00:56.968,475] <inf> bt_mesh_provisionee: Device UUID: a5008dd7-d07a-4f5f-847e-2e995b13c9de
[00:00:56.970,184] <inf> bt_mesh_provisionee: Device UUID: a5008dd7-d07a-4f5f-847e-2e995b13c9de
[00:00:56.970,214] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
