*** Booting Zephyr OS build 4.1.99 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.251,037] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.257,202] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.257,232] <inf> fs_nvs: alloc wra: 1, f90
[00:00:00.257,232] <inf> fs_nvs: data wra: 1, b0
[00:00:00.257,995] <dbg> bttester: tester_init: Initializing tester
[00:00:05.937,255] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.943,481] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.943,511] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.943,542] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:05.943,969] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.943,969] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.961,120] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:05.978,607] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.978,637] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.995,880] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x01 index 0xff
[00:00:06.005,218] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.005,218] <wrn> bttester_mesh: Loading default comp data
[00:00:06.005,462] <wrn> bt_mesh_access: Unused space in relation list: 3
[00:00:06.433,502] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.454,956] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.454,986] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.462,707] <dbg> bttester: cmd_handler: cmd service 0x05 opcode 0x01 index 0xff
[00:00:06.462,738] <dbg> bttester: tester_rsp_with_index: service 0x05 opcode 0x01 index 0xff status 0x02
[00:00:06.474,670] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:13.619,750] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:13.619,781] <dbg> bttester_mesh: config_prov: 
[00:00:13.619,812] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:13.634,552] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:13.634,613] <dbg> bttester_mesh: start: 
[00:00:13.634,613] <inf> bttester_mesh: Loading stored setting

[00:00:13.649,932] <inf> bt_hci_core: HCI transport: Controller
[00:00:13.650,024] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:13.650,054] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:13.650,085] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:13.658,721] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:13.660,522] <inf> bt_mesh_provisionee: Device UUID: 9bba9358-6c49-4bfc-8c03-1071ba502e60
[00:00:13.660,522] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:13.715,667] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:13.715,698] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:16.699,554] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:16.713,623] <err> bt_mesh_main: Failed to import device key
[00:00:16.713,623] <err> bt_mesh_provisionee: Failed to provision (err -120)
[00:00:19.008,178] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:19.008,209] <dbg> bttester: tester_event: service 0x04 opcode 0x85
