[00:00:19.852,081] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:19.853,576] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:19.853,607] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-3538-g2a6e5902cc73 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.970,092] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.973,968] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,151] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,304] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,822] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,975] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,311] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,165] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.976,196] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.976,226] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.976,318] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,684] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,867] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,081] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,294] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,508] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.977,539] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.977,569] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.977,600] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.065,399] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.065,399] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.102,111] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.594,329] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.594,390] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:12.631,134] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:12.631,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.631,835] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:12.728,393] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:12.728,393] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:12.730,102] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.730,255] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.730,346] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.730,499] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.681,304] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
[00:00:14.769,561] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.771,484] <dbg> bttester: tester_event: service 0x03 opcode 0x81
[00:00:14.889,556] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:15.009,552] <dbg> bttester: tester_event: service 0x03 opcode 0x82
