[00:03:40.884,979] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.885,101] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.885,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.885,528] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.885,742] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.886,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.886,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.890,228] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.890,411] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.890,594] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.890,808] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:40.891,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.990,478] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.994,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.994,995] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,361] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,513] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.995,849] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,368] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,520] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,887] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.996,978] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.997,009] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.997,039] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:05.997,131] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,497] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,680] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.997,863] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.998,107] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.998,291] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.998,321] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.998,352] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.998,382] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.025,665] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.025,695] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.062,500] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
