[00:00:17.080,841] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:17.082,275] <dbg> bttester: tester_event: service 0x03 opcode 0x82
[00:00:17.083,801] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x08
[00:00:17.083,831] <dbg> bttester: tester_event: service 0x01 opcode 0x83
*** Booting Zephyr OS build v4.0.0-735-geb4f2fb44a0e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:06.027,191] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.031,494] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.031,860] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,196] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,531] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,684] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.032,836] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,020] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,203] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,386] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,660] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.033,691] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.033,721] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 99
[00:00:06.033,813] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.033,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.034,179] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.034,332] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.034,515] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.034,759] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.034,942] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.035,003] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.035,034] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.035,034] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.065,399] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.065,399] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.087,677] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.455,291] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x05 index 0x00
[00:00:06.455,352] <dbg> bttester: tester_rsp_with_index: service 0x03 opcode 0x05 index 0x00 status 0x00
[00:00:11.493,621] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0e index 0x00
[00:00:11.494,262] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.494,384] <dbg> bttester: tester_rsp_with_index: service 0x01 opcode 0x0e index 0x00 status 0x00
[00:00:11.499,084] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:11.499,084] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:11.500,793] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.500,915] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.501,037] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.501,159] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.543,243] <dbg> bttester: cmd_handler: cmd service 0x03 opcode 0x02 index 0x00
