*** Booting Zephyr OS build v4.1.0-rc2-177-g5efaf9d8c1f0 ***
WARNING: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.250,976] <wrn> secure_storage: Using a potentially insecure PSA ITS encryption key provider.
[00:00:00.256,561] <inf> fs_nvs: 8 Sectors of 4096 bytes
[00:00:00.256,561] <inf> fs_nvs: alloc wra: 1, e00
[00:00:00.256,591] <inf> fs_nvs: data wra: 1, 294
[00:00:00.256,652] <dbg> bttester: tester_init: Initializing tester
[00:00:05.939,788] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.945,770] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.945,800] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.945,831] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 0
[00:00:05.946,228] <inf> bt_hci_core: No ID address. App must call settings_load()
[00:00:05.946,258] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:05.988,861] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:05.988,891] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.010,162] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x04 index 0x00
[00:00:06.010,162] <wrn> bttester_mesh: Loading default comp data
[00:00:06.010,375] <wrn> bt_mesh_access: Unused space in relation list: 5
[00:00:06.443,542] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x04 index 0x00 status 0x00
[00:00:06.461,975] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.461,975] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.493,804] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:11.586,029] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x02 index 0x00
[00:00:11.586,059] <dbg> bttester_mesh: config_prov: 
[00:00:11.586,090] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x02 index 0x00 status 0x00
[00:00:11.603,271] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x78 index 0x00
[00:00:11.603,332] <dbg> bttester_mesh: start: 
Loading stored settings
[00:00:11.667,694] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:11.667,724] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:11.667,755] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:11.676,391] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:11.676,422] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:11.676,849] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x78 index 0x00 status 0x00
[00:00:11.718,170] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x05 index 0x00
[00:00:11.718,200] <dbg> bttester_mesh: reset: 
[00:00:12.314,697] <dbg> bttester_mesh: prov_reset: 
[00:00:12.314,819] <inf> bt_mesh_provisionee: Device UUID: a5008dd7-d07a-4f5f-847e-2e995b13c9de
[00:00:12.318,206] <inf> bt_mesh_provisionee: Device UUID: a5008dd7-d07a-4f5f-847e-2e995b13c9de
[00:00:12.318,206] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x05 index 0x00 status 0x00
[00:00:12.381,561] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:12.381,591] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:14.851,165] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:14.977,996] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:14.977,996] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.659,088] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:16.659,118] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:17.374,572] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.374,572] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.378,021] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.378,051] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.533,569] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.533,599] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.537,017] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.537,048] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.827,362] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:17.827,392] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.960,479] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:17.960,510] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.963,958] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:17.963,989] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.391,693] <dbg> bttester_mesh: net_recv_ev: ttl 0x07 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
